#FID	IID	Population	Group	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
0	HG00253	GBR	NEU	0.011693	-0.0276658	-0.00699952	-0.0485112	-0.00801578	-0.0335139	0.0162645	-0.00160247	0.0567032	0.0097309
0	HG00254	GBR	NEU	0.0109975	-0.0258029	-0.01445	-0.041233	-0.0156913	-0.0309989	-0.00494269	0.00515001	0.00711945	-0.00776596
0	HG00255	GBR	NEU	0.0122532	-0.0211189	0.00350346	-0.0431532	-0.000800229	-0.042889	-0.00368562	-0.00596706	0.0144724	0.00534037
0	HG00256	GBR	NEU	0.00921601	-0.0234691	-0.00786797	-0.0566247	-0.00190589	-0.0180009	0.0115359	0.0171518	0.00157663	-0.0104161
0	HG00257	GBR	NEU	0.00711718	-0.0272125	-0.0146559	-0.0496435	-0.00735998	-0.0172984	0.00814723	-0.0334258	-0.0068238	0.0227382
0	HG00258	GBR	NEU	0.011055	-0.0281443	-0.0041999	-0.041944	-0.00477724	-0.0118104	0.0171427	0.0230245	0.0214563	0.00832574
0	HG00259	GBR	NEU	0.0132415	-0.0230924	-0.013096	-0.0442239	0.00121357	-0.00601181	-0.000450506	-0.0337311	0.00416136	-0.00402742
0	HG00260	GBR	NEU	0.00386452	-0.0280248	0.000466801	-0.0406591	-0.0104579	-0.039086	0.00830647	-0.00498959	-0.0217689	0.00156247
0	HG00261	GBR	NEU	0.0126319	-0.0185492	-0.0140992	-0.0536927	-0.0093729	-0.0357855	0.00848443	0.0377297	0.0214678	-0.00554358
0	HG00262	GBR	NEU	0.00902457	-0.0262167	-0.00968828	-0.0453355	-0.00788994	-0.0209966	-0.00270359	-0.0466659	0.00944	0.0081146
0	HG00263	GBR	NEU	0.0138476	-0.0197193	-0.0215182	-0.0402966	0.000980852	-0.0195811	0.0123211	0.0115108	-0.00524841	0.0283553
0	HG00264	GBR	NEU	0.0117985	-0.0233731	-0.0133735	-0.0542401	-0.00503642	-0.0291675	-0.000115731	0.00339512	-0.0118878	-0.00140761
0	HG00265	GBR	NEU	0.00719536	-0.0287001	-0.00724652	-0.0644468	0.0056639	-0.0267641	0.00631333	0.0173648	0.0284622	-0.0345076
0	HG00266	FIN	ESTFIN	-0.0691918	-0.0554753	-0.0000045476	0.0547829	-0.00024008	0.0263044	0.00229173	0.00418932	0.0041798	-0.000920006
0	HG00267	FIN	ESTFIN	-0.0731173	-0.0608403	-0.00850228	0.0402511	0.000414827	0.0035852	-0.00616201	-0.00217333	0.00993424	-0.000517083
0	HG00268	FIN	ESTFIN	-0.0630794	-0.0442809	-0.00981459	0.0205142	-0.000562017	-0.00907768	0.00487147	-0.000242766	0.02716	-0.01171
0	HG00269	FIN	ESTFIN	-0.0781887	-0.0584069	-0.0141471	0.0412612	-0.00787986	0.0109876	-0.0150469	-0.00341208	-0.00915572	-0.00419623
0	HG00271	FIN	ESTFIN	-0.0879408	-0.0667668	-0.0192246	0.0505652	-0.00165783	0.0176688	-0.00638029	0.0231521	0.0290461	-0.0369548
0	HG00272	FIN	ESTFIN	-0.0831319	-0.0596343	-0.01144	0.0641156	0.00720905	0.00923938	0.0145378	-0.0272239	-0.0113923	0.00784025
0	HG00273	FIN	ESTFIN	-0.0587199	-0.0403785	-0.00352082	0.0331928	-0.0017651	0.000490314	-0.0166589	0.0235485	-0.0245498	-0.000600468
0	HG00274	FIN	ESTFIN	-0.0653494	-0.0488779	0.00150607	0.0335925	0.000440535	0.00589034	0.000184523	0.0214187	0.0169844	-0.031976
0	HG00275	FIN	ESTFIN	-0.0595184	-0.047469	-0.00185856	0.0150986	-0.0100197	0.00898	-0.00420482	-0.00459183	0.012762	0.00447835
0	HG00276	FIN	ESTFIN	-0.0709557	-0.0580467	0.00291913	0.0399154	-0.00639461	0.0169587	0.013271	0.0192442	0.0268907	0.015519
0	HG00277	FIN	ESTFIN	-0.0485539	-0.0263067	-0.010329	0.000934469	-0.000591083	0.000307657	-0.00582657	0.0121212	0.0325908	-0.0269443
0	HG00278	FIN	ESTFIN	-0.0761332	-0.0527658	-0.0121305	0.0507939	-0.00307922	0.0160029	0.0083141	0.031539	0.0185597	-0.0337429
0	HG00280	FIN	ESTFIN	-0.0738944	-0.0462557	0.00358793	0.0277793	0.00580302	0.00756689	0.00315982	-0.0206806	-0.0147927	-0.00964506
0	HG00281	FIN	ESTFIN	-0.0685579	-0.0532494	-0.00334402	0.0285653	-0.0145958	0.0081747	-0.0127718	-0.0338909	-0.0165314	-0.0412611
0	HG00282	FIN	ESTFIN	-0.0712761	-0.0576481	-0.0117598	0.0404492	-0.0135328	0.00660323	-0.00982787	-0.00728619	0.00835586	-0.0310556
0	HG00284	FIN	ESTFIN	-0.067212	-0.05917	-0.00257308	0.0440407	0.000397339	0.00826583	-0.00697179	-0.00355951	-0.00527244	-0.0341182
0	HG00285	FIN	ESTFIN	-0.0793975	-0.0614005	-0.0168681	0.0493474	0.0170477	0.0147899	-0.00403386	0.00303248	0.025998	-0.000983849
0	HG00306	FIN	ESTFIN	-0.054881	-0.0417942	-0.00203186	0.00321038	-0.0072684	-0.0186727	-0.0083701	0.00141018	0.0282083	-0.00885991
0	HG00308	FIN	ESTFIN	-0.0680851	-0.0546848	-0.00974282	0.0285562	0.00484843	0.0205264	-0.00585626	0.0130913	0.0129845	-0.00095663
0	HG00309	FIN	ESTFIN	-0.068051	-0.0528293	-0.00684079	0.0337506	0.00400122	0.00364837	-0.00423527	0.0186416	0.0207989	-0.0333052
0	HG00310	FIN	ESTFIN	-0.0578205	-0.04496	-0.0104405	0.00653837	0.0184456	-0.00440945	-0.0105218	0.00622676	0.0334705	0.000386417
0	HG00311	FIN	ESTFIN	-0.0417038	-0.0456217	-0.0171069	0.00270266	0.00499771	0.00833795	0.000732832	0.00715224	-0.000961414	-0.0361125
0	HG00313	FIN	ESTFIN	-0.0739088	-0.0585604	0.00494466	0.0499911	0.00610664	-0.00542198	0.00184413	-0.00193933	0.00944327	0.0118021
0	HG00315	FIN	ESTFIN	-0.0677183	-0.0439678	0.00177847	0.0313712	0.00695225	0.0268142	-0.00414246	-0.0239685	-0.00932304	0.000294808
0	HG00318	FIN	ESTFIN	-0.0619356	-0.0468306	-0.00720053	0.0184532	0.00895626	0.0158995	-0.00164943	-0.0168046	-0.0401033	-0.0210119
0	HG00319	FIN	ESTFIN	-0.0723192	-0.0509325	-0.00985021	0.0332958	-0.0115139	-0.0189971	-0.00245696	0.00696693	-0.0280307	0.00519173
0	HG00320	FIN	ESTFIN	-0.0614154	-0.0450661	-0.0152255	0.0205922	-0.0021247	0.0161541	-0.00867778	0.0157666	0.0253725	0.0192673
0	HG00321	FIN	ESTFIN	-0.0697589	-0.0510508	-0.00604596	0.0378054	-0.0042915	0.012447	-0.011937	0.00745557	0.0053988	0.00696312
0	HG00323	FIN	ESTFIN	-0.0822323	-0.0577878	-0.0097862	0.0531066	-0.00377598	0.0235897	0.00142548	-0.00784539	0.0423073	-0.0046582
0	HG00324	FIN	ESTFIN	-0.0784728	-0.0722562	-0.0141609	0.0509058	0.0117581	0.0146018	-0.0182193	0.016886	0.052814	0.0104561
0	HG00325	FIN	ESTFIN	-0.0868428	-0.0609492	-0.0142049	0.0456884	-0.00982745	0.0153312	0.00382341	-0.017725	0.0151765	0.00898885
0	HG00326	FIN	ESTFIN	-0.0738352	-0.0466103	-0.00290404	0.0234611	0.00272516	0.010367	0.000899927	-0.00113739	0.0173726	-0.000297499
0	HG00327	FIN	ESTFIN	-0.0688126	-0.0588307	-0.0016439	0.0297064	-0.000782254	0.00176162	0.00425315	-0.00313301	-0.0267574	0.024461
0	HG00328	FIN	ESTFIN	-0.0676156	-0.0455758	-0.00542647	0.0216198	-0.00141147	0.0061134	-0.0148915	-0.012169	-0.0428941	0.0185309
0	HG00329	FIN	ESTFIN	-0.0580125	-0.0408879	-0.00143136	0.0348442	-0.0260601	0.00395547	-0.00188894	0.00285295	-0.00530725	-0.0175772
0	HG00330	FIN	ESTFIN	-0.0616219	-0.0506205	-0.0135974	0.016019	0.0160588	-0.00213664	-0.000764621	0.0348481	-0.00528744	-0.00275743
0	HG00331	FIN	ESTFIN	-0.0594963	-0.0510685	-0.00209612	0.026341	-0.0089535	-0.00279042	0.00357337	-0.0179477	-0.0200887	0.0215306
0	HG00332	FIN	ESTFIN	-0.0588887	-0.0415284	-0.00739528	0.0328842	-0.00186004	-0.00970662	-0.0057734	0.0249643	-0.0122342	-0.0103258
0	HG00334	FIN	ESTFIN	-0.0616034	-0.0451914	-0.00377761	0.022443	-0.00729336	0.00867493	-0.000230704	0.00873373	0.00972965	-0.0000588787
0	HG00335	FIN	ESTFIN	-0.0667809	-0.0519646	-0.00676479	0.03185	-0.00116812	0.00324024	-0.0144305	-0.0279863	-0.00736901	-0.00473101
0	HG00336	FIN	ESTFIN	-0.0739718	-0.0476409	-0.00758496	0.0383798	-0.00789688	0.0115735	-0.0219092	0.0097199	-0.0134868	-0.00334003
0	HG00337	FIN	ESTFIN	-0.0565711	-0.0447253	-0.00759543	0.00863824	-0.00538181	0.0043601	-0.00113393	-0.0160674	0.0262843	0.0115184
0	HG00338	FIN	ESTFIN	-0.0688566	-0.0512134	0.00393368	0.0212062	-0.00290702	0.013671	-0.0012542	-0.0359033	-0.0231422	-0.0183946
0	HG00339	FIN	ESTFIN	-0.0660079	-0.0455646	-0.00709116	0.0301735	-0.000318635	-0.000142728	0.000127619	0.0101264	0.00390942	-0.000490148
0	HG00341	FIN	ESTFIN	-0.0415657	-0.0248669	0.00237671	0.0342329	0.00662054	0.00334535	-0.0149221	0.0126607	0.0208607	0.0148092
0	HG00342	FIN	ESTFIN	-0.0766091	-0.0642309	0.00299159	0.0423434	-0.00774823	0.0123186	0.00324887	0.0128884	-0.00586363	-0.0312928
0	HG00343	FIN	ESTFIN	-0.073269	-0.0491798	0.000845174	0.0328939	-0.000123621	0.0151163	-0.0144036	-0.00465509	-0.0074247	-0.0339535
0	HG00344	FIN	ESTFIN	-0.033873	-0.0306309	-0.0138808	-0.00604089	0.0105817	0.0132175	0.0145452	0.000372599	0.0373982	-0.00381573
0	HG00345	FIN	ESTFIN	-0.0707672	-0.0566238	-0.00761015	0.0410145	0.012085	0.0159106	0.00197561	-0.0295731	-0.0482889	0.0231099
0	HG00346	FIN	ESTFIN	-0.0600747	-0.050371	-0.00671941	0.0301107	0.00724519	0.0140643	-0.0114473	0.0194076	0.0161124	-0.035954
0	HG00349	FIN	ESTFIN	-0.0746975	-0.0532885	-0.0171123	0.0311059	0.00570612	0.0121169	0.00375122	-0.00657311	0.0571356	0.0282028
0	HG00350	FIN	ESTFIN	-0.0352712	-0.0276859	-0.0101421	-0.00485296	-0.0235718	0.000621296	-0.00214587	0.0057511	-0.00728432	-0.021958
0	HG00351	FIN	ESTFIN	-0.0725702	-0.0509838	-0.000876526	0.0440098	-0.019162	0.0267485	-0.0242823	0.0085664	0.0227315	-0.00753979
0	HG00353	FIN	ESTFIN	-0.0685149	-0.0529374	-0.0121938	0.0393569	0.00227557	0.0127789	0.013999	0.0145376	0.0342479	-0.0216508
0	HG00355	FIN	ESTFIN	-0.0602684	-0.031958	-0.00364507	0.0219335	0.00727432	0.0166754	-0.00000405124	0.0252008	0.0336291	0.00431412
0	HG00356	FIN	ESTFIN	-0.0665177	-0.0396747	-0.00788121	0.0348636	0.00143909	0.000521133	-0.023525	-0.0318766	-0.0192317	0.0052523
0	HG00357	FIN	ESTFIN	-0.0672784	-0.0495412	-0.00686992	0.032904	-0.00616072	0.0111761	-0.0162224	-0.000270525	-0.0112915	-0.00891594
0	HG00358	FIN	ESTFIN	-0.0932359	-0.072837	-0.0254103	0.0681111	-0.00943743	0.0279211	-0.0110046	0.0217713	-0.0190801	0.010359
0	HG00360	FIN	ESTFIN	-0.0636375	-0.0427628	0.00133548	0.0156832	-0.0124614	0.0167282	0.024202	0.0188254	0.0439905	-0.0024846
0	HG00361	FIN	ESTFIN	-0.086763	-0.0604158	-0.0139935	0.0510531	-0.00523615	0.00893625	-0.00992108	-0.00784035	-0.0216289	-0.00180743
0	HG00362	FIN	ESTFIN	-0.0647012	-0.0433172	-0.0187454	0.0152807	-0.00588889	0.0112637	-0.000966937	0.0260389	-0.00718574	0.00782756
0	HG00364	FIN	ESTFIN	-0.0663187	-0.0428221	-0.00912561	0.0380662	-0.00294032	0.0147292	0.0038399	0.0404047	0.00922003	-0.0217536
0	HG00365	FIN	ESTFIN	-0.0813108	-0.0634982	-0.00181039	0.0508223	-0.00339281	0.0165435	-0.0106557	-0.00500938	0.0181184	-0.0170916
0	HG00366	FIN	ESTFIN	-0.0677708	-0.048058	-0.0135185	0.026125	0.00249343	0.0118206	-0.00234458	-0.0235306	0.0144277	0.000324625
0	HG00367	FIN	ESTFIN	-0.0637473	-0.0427468	-0.0100173	0.0299344	0.0162951	0.00244384	0.000502355	0.0055511	0.0194436	-0.00256565
0	HG00368	FIN	ESTFIN	-0.0935776	-0.0593269	-0.0134277	0.0665446	0.0189434	0.0130857	-0.0172645	-0.00185489	0.0191729	-0.00782589
0	HG00369	FIN	ESTFIN	-0.0793597	-0.0522329	-0.0100468	0.052911	-0.00909452	0.0106739	0.00610305	-0.0126211	-0.0020773	-0.0170942
0	HG00371	FIN	ESTFIN	-0.0682118	-0.0431025	-0.00999054	0.0342998	-0.0116777	0.0054181	-0.0137716	0.00779274	-0.00360789	-0.0139113
0	HG00372	FIN	ESTFIN	-0.0663678	-0.0511147	-0.00642552	0.0282827	0.00195618	-0.00103227	-0.00215643	-0.0207326	-0.0103044	-0.0244098
0	HG00373	FIN	ESTFIN	-0.0825828	-0.0578364	-0.008918	0.0530881	0.00918068	0.012961	0.0136158	0.0164611	0.0178329	-0.00257413
0	HG00375	FIN	ESTFIN	-0.0735154	-0.0533112	-0.0137835	0.0409887	-0.0042631	0.00235425	0.0111255	0.0172147	-0.000329594	-0.00201675
0	HG00376	FIN	ESTFIN	-0.0574847	-0.0393943	-0.0080603	0.0171825	-0.0042205	0.0160911	-0.00213214	-0.00137931	-0.0333565	0.0109752
0	HG00378	FIN	ESTFIN	-0.0726294	-0.0554243	-0.0144891	0.0282704	0.00365768	-0.00808155	-0.00740236	0.00988009	0.0193914	-0.0131236
0	HG00379	FIN	ESTFIN	-0.0696216	-0.0364836	-0.00944232	0.0178628	-0.0104622	0.00882462	-0.013461	-0.00412581	0.00734902	0.00912274
0	HG00380	FIN	ESTFIN	-0.0439821	-0.0308882	-0.00955693	-0.00477452	0.0193701	-0.0052193	-0.00834188	-0.0117376	0.0292023	-0.022326
0	HG00381	FIN	ESTFIN	-0.0691903	-0.0474877	-0.00732374	0.0355583	-0.0147574	0.0203333	-0.0121455	-0.0148848	-0.00602154	-0.00394806
0	HG00382	FIN	ESTFIN	-0.0804243	-0.0633303	-0.00692696	0.0524324	-0.0163542	0.0255276	0.00186107	-0.0129407	0.00585357	-0.0221199
0	HG00383	FIN	ESTFIN	-0.083092	-0.0611566	-0.00543401	0.0603405	-0.0166128	0.0279232	-0.005481	-0.00184222	0.00699719	-0.0224386
0	HG00384	FIN	ESTFIN	-0.0697114	-0.0518484	0.00303504	0.0220146	0.0154413	0.0184762	0.000679084	0.00733215	0.0053675	0.0294088
0	HG01334	GBR	NEU	0.00755406	-0.0181174	-0.0016262	-0.0487033	-0.00165302	0.00149825	0.000845459	-0.0361743	-0.0120295	-0.00889149
0	HG01500	IBS	SEU	0.0382281	-0.0204046	-0.010687	0.0206924	0.00759092	0.0176272	-0.00703732	0.053732	-0.0185803	0.047363
0	HG01501	IBS	SEU	0.0317485	-0.0261632	0.00316806	0.019224	0.00432905	0.0129676	0.00641599	0.0938508	0.00895776	0.0053603
0	HG01503	IBS	SEU	0.0416024	-0.025332	-0.00210258	0.0134802	-0.00251769	0.0192316	0.00062763	0.0699526	-0.0391617	-0.0119287
0	HG01504	IBS	SEU	0.0404466	-0.0329065	-0.00414334	0.014134	0.0159697	0.0281541	-0.00272643	0.0759563	-0.0452018	-0.0198115
0	HG01506	IBS	SEU	0.0395175	-0.0203506	-0.00325469	-0.000523596	0.00583072	-0.00567049	0.00689196	0.0456666	-0.0348728	-0.0219266
0	HG01507	IBS	SEU	0.0407913	-0.0171036	-0.00836467	0.00227217	0.00737337	-0.00989501	0.00540143	0.0759637	-0.0272123	0.0224577
0	HG01509	IBS	SEU	0.0420746	-0.0188422	-0.00313505	0.0188598	0.0043282	0.0196303	-0.0167428	0.0526415	-0.0417183	0.00698888
0	HG01510	IBS	SEU	0.0397014	-0.00917254	-0.00795346	0.00460767	-0.00701399	-0.00315832	-0.00975745	0.0495488	-0.0403967	-0.0121159
0	HG01512	IBS	SEU	0.0350494	-0.02719	-0.010678	-0.0155418	-0.0103218	0.0224479	0.00130079	0.0696419	-0.0642644	-0.00613271
0	HG01513	IBS	SEU	0.0410554	-0.0205356	-0.00951306	-0.0122017	-0.00839036	0.00338464	0.0144733	0.0600442	-0.04379	0.0239207
0	HG01515	IBS	SEU	0.0364962	-0.0290214	-0.00510439	-0.0161538	-0.00471404	0.0317979	-0.0132856	0.122692	-0.0682009	0.0283881
0	HG01516	IBS	SEU	0.0404183	-0.0303561	-0.0139587	-0.0201552	0.00798557	0.0230207	-0.00455046	0.127651	-0.0334093	0.0221875
0	HG01518	IBS	SEU	0.0371854	-0.0334936	-0.00476944	-0.0125982	-0.00967271	0.0228974	-0.000170996	0.109742	-0.0299004	0.0175134
0	HG01519	IBS	SEU	0.0338474	-0.0267373	-0.0130809	-0.00980905	0.00382678	0.0219754	-0.00754526	0.143372	0.00417167	-0.00373852
0	HG01521	IBS	SEU	0.038265	-0.0352128	-0.00721389	-0.0118893	-0.000163747	0.0421929	0.00551825	0.137299	-0.0700798	0.0228554
0	HG01522	IBS	SEU	0.0343773	-0.0304748	-0.015453	-0.019552	-0.000620382	0.0248889	-0.014777	0.132612	-0.0652818	0.0232624
0	HG01524	IBS	SEU	0.0398021	-0.0236511	-0.00286777	0.018333	0.0105692	0.0206319	-0.00195681	0.0470569	0.00422867	-0.00830926
0	HG01525	IBS	SEU	0.0409616	-0.0299256	-0.0127576	0.0205653	0.0086914	0.00708625	0.0104407	0.0640778	-0.0191303	0.0252934
0	HG01527	IBS	SEU	0.0415995	-0.0225345	0.00334287	0.0183297	0.0121853	0.011146	-0.0156141	0.0608704	-0.041004	-0.0122166
0	HG01528	IBS	SEU	0.0393455	-0.020486	0.00311073	0.0133721	-0.0136656	-0.000760841	-0.00940717	0.0264396	-0.0451839	0.0238237
0	HG01530	IBS	SEU	0.0389042	-0.0260744	-0.00246605	0.020626	-0.00844142	0.0237578	-0.00922706	0.0682234	-0.0628077	-0.0142984
0	HG01531	IBS	SEU	0.0391897	-0.0186864	-0.0124614	0.0110497	0.0103601	0.00733238	0.00521797	0.0692475	0.0168249	0.00223074
0	HG01536	IBS	SEU	0.0348569	-0.0215356	0.00193252	0.000998247	-0.00319734	0.0181477	0.00476324	0.0445055	-0.0469763	-0.0149614
0	HG01537	IBS	SEU	0.0407507	-0.0178824	0.00392169	0.00285859	0.0000705871	-0.000735689	-0.000709972	0.058511	-0.0498596	0.0204028
0	HG01602	IBS	SEU	0.0406032	-0.0251189	0.000980623	0.0208389	0.0115685	0.0262362	0.012433	0.0340843	-0.000118321	0.0190327
0	HG01603	IBS	SEU	0.0377922	-0.0186805	0.0113754	0.00430384	-0.00891198	0.013517	0.00161071	0.031872	-0.0384062	-0.00787452
0	HG01605	IBS	SEU	0.0373261	-0.0267348	-0.0077537	0.000613473	-0.00189961	0.0146372	0.000674612	0.057558	0.0130626	0.0132003
0	HG01606	IBS	SEU	0.0385686	-0.0242143	-0.00150176	-0.00415916	0.00398051	0.0118278	-0.0107912	0.0645698	-0.00861184	-0.0105625
0	HG01607	IBS	SEU	0.0410823	-0.0211827	-0.00234015	0.0132103	0.0116953	0.00429423	-0.00410918	0.0790305	0.0158741	-0.0110248
0	HG01608	IBS	SEU	0.0390188	-0.0263412	-0.0109288	0.0138295	-0.00544021	0.0160991	-0.00281524	0.0724162	-0.0623955	0.0447357
0	HG01610	IBS	SEU	0.0401099	-0.0189012	-0.00620087	0.0218108	0.00644811	0.036907	0.0115589	0.0865702	0.0124112	0.0162592
0	HG01612	IBS	SEU	0.0360509	-0.0195199	-0.00495468	0.00985321	-0.00462793	0.0182287	-0.0116087	0.0399347	-0.0299259	-0.00253383
0	HG01613	IBS	SEU	0.0378149	-0.0196378	-0.00000916342	0.0151602	-0.0117449	0.0072255	-0.0141137	0.048205	-0.0398184	0.0164978
0	HG01615	IBS	SEU	0.0365461	-0.0144085	-0.00323499	0.0141606	0.00762728	-0.00415763	-0.0019423	0.0431811	-0.00401786	-0.0156509
0	HG01617	IBS	SEU	0.0402858	-0.0235834	0.0080376	0.0260757	-0.00613878	0.0119755	-0.00444025	0.0460743	-0.074916	0.0128167
0	HG01618	IBS	SEU	0.0404741	-0.025008	-0.00514104	0.0103152	0.0147564	0.00818546	0.00142773	0.0631758	-0.0509976	0.00864697
0	HG01619	IBS	SEU	0.0409289	-0.0196503	-0.00845375	0.0192522	-0.0130964	0.0100649	0.00278633	0.0673711	-0.0317331	0.0552988
0	HG01620	IBS	SEU	0.0386864	-0.024878	-0.00400341	0.0052474	0.00184671	0.0316424	-0.0132424	0.067902	-0.0137928	0.027852
0	HG01623	IBS	SEU	0.0398164	-0.017197	0.00518667	0.011983	0.000826151	0.0325073	-0.0138428	0.0625578	-0.042731	0.00089567
0	HG01624	IBS	SEU	0.0450945	-0.0213014	0.00352342	0.0132529	-0.000523754	0.0116698	-0.00714682	0.0702247	-0.0336205	-0.0100053
0	HG01625	IBS	SEU	0.036388	-0.0181622	-0.00515196	-0.000308258	-0.00650012	0.0172287	-0.0138943	0.0266742	-0.0118414	0.0148508
0	HG01626	IBS	SEU	0.04347	-0.0120287	-0.00672564	0.0251719	-0.00560145	0.00482493	-0.000303172	0.0316454	0.0224747	0.0410736
0	HG01628	IBS	SEU	0.0491389	-0.0146477	-0.0129973	0.0460979	0.0262586	0.0216176	0.000261381	0.0640194	-0.00776085	-0.00464526
0	HG01630	IBS	SEU	0.0484611	-0.0177165	0.00845095	0.0159944	0.012779	0.00802066	-0.0139385	0.065093	0.00869702	0.00758579
0	HG01631	IBS	SEU	0.0430811	-0.0188668	-0.00779294	0.00819256	-0.00533736	-0.000308524	0.0146298	0.0416212	-0.0123793	-0.0210739
0	HG01632	IBS	SEU	0.0370403	-0.0262881	-0.00293864	0.0187204	0.0033597	0.0233132	-0.031488	0.0356498	-0.000897039	-0.00956079
0	HG01668	IBS	SEU	0.0359253	-0.0116004	-0.00159044	0.0171698	0.00897204	-0.00000473592	0.0108689	0.0600112	-0.0247724	0.0054353
0	HG01669	IBS	SEU	0.0351693	-0.0169017	-0.0106717	0.0300395	0.0288188	0.00921621	-0.0141579	0.062178	-0.0422329	0.0139453
0	HG01670	IBS	SEU	0.0406724	-0.0255665	-0.0136158	0.0117049	0.00850783	0.00767505	-0.00398147	0.0220673	-0.0205692	0.0267848
0	HG01672	IBS	SEU	0.0337286	-0.0236912	-0.00739008	0.0017018	0.010562	0.00705694	0.00719837	0.00758406	-0.0195588	0.0312936
0	HG01673	IBS	SEU	0.0394994	-0.0265728	-0.0115297	-0.00186158	-0.0143348	0.0156503	-0.00439455	0.0387477	-0.061842	-0.0124125
0	HG01675	IBS	SEU	0.040019	-0.0215342	-0.00630997	0.00584779	0.00543335	0.00903273	-0.0127116	0.0894266	-0.0315097	-0.00271827
0	HG01676	IBS	SEU	0.0383928	-0.022977	-0.00252239	-0.00735631	0.0108113	0.0264368	0.00225044	0.0907675	-0.0413382	-0.0145058
0	HG01678	IBS	SEU	0.0388069	-0.0272723	-0.0103162	0.00366526	0.000546136	0.0237734	0.00320087	0.0866577	-0.0311265	-0.0190968
0	HG01679	IBS	SEU	0.0379837	-0.0274845	-0.0103926	0.00588173	0.00286042	0.00638418	-0.00981632	0.054823	-0.0334311	-0.0239266
0	HG01680	IBS	SEU	0.0338047	-0.0214233	-0.0137212	0.00805084	0.000846433	0.0267861	-0.00618997	0.0686095	-0.0421253	-0.0241867
0	HG01682	IBS	SEU	0.0374723	-0.0136729	-0.00309031	-0.00149112	-0.00919986	0.0124071	0.00859798	0.0779099	-0.010376	0.0305641
0	HG01684	IBS	SEU	0.0360995	-0.0239037	-0.00245867	0.00557114	0.00424675	0.0122487	-0.000877278	0.0703296	-0.0310235	0.0202588
0	HG01685	IBS	SEU	0.0342999	-0.0132503	0.00903792	0.0304602	0.00980841	0.0099542	-0.00836553	-0.00357666	-0.0591164	0.011775
0	HG01686	IBS	SEU	0.0331461	-0.0239746	-0.00870531	-0.00325931	-0.00207432	-0.00883386	0.00773432	0.0213815	-0.0572286	-0.00824021
0	HG01694	IBS	SEU	0.044252	-0.0229101	-0.0087039	0.0274907	0.00986087	0.0267703	-0.0118923	0.0676739	-0.00315889	0.00889828
0	HG01695	IBS	SEU	0.0412265	-0.0199768	-0.00300904	0.0314529	0.0130726	0.018156	-0.00769259	0.0913896	-0.00795889	0.0274882
0	HG01697	IBS	SEU	0.041031	-0.023473	-0.00330441	0.0172092	0.00641513	0.0143694	-0.0138863	0.0662462	-0.0449767	-0.00756827
0	HG01699	IBS	SEU	0.0443514	-0.0106891	-0.0027611	0.00691487	0.00548241	0.0175417	0.00317711	0.0670252	-0.0329552	-0.0116263
0	HG01700	IBS	SEU	0.0384766	-0.0356607	-0.00228384	-0.00632154	0.0099989	0.0340094	-0.026817	0.138115	-0.0584294	0.0119235
0	HG01702	IBS	SEU	0.0413667	-0.0276206	-0.00409388	-0.0259175	0.00146722	0.0231182	-0.0174484	0.124628	-0.0819895	0.0044348
0	HG01704	IBS	SEU	0.0402196	-0.0143596	0.00566871	0.0189264	0.00819279	-0.00334317	0.00828863	0.0494619	-0.0165661	0.0481315
0	HG01705	IBS	SEU	0.0413496	-0.0342299	0.00653449	0.0236857	0.00667756	0.020185	-0.0167658	0.0185804	-0.052257	-0.00425987
0	HG01707	IBS	SEU	0.0371616	-0.0197078	-0.00397584	0.0157459	0.00348756	0.00134687	0.0126404	0.0335042	-0.0387039	0.00522174
0	HG01708	IBS	SEU	0.0337816	-0.0123705	-0.0102819	0.0143562	-0.00505675	0.00967199	0.00772878	0.0482028	-0.00454091	0.0106469
0	HG01709	IBS	SEU	0.0400614	-0.0176604	0.00279856	0.0131503	-0.00157108	0.0175688	-0.00336733	0.0197592	-0.0425827	0.00747119
0	HG01710	IBS	SEU	0.0375335	-0.0149003	-0.00711735	0.00404711	-0.00204572	-0.00264315	-0.0164002	0.017177	-0.0424633	-0.01662
0	HG01746	IBS	SEU	0.0389856	-0.0241954	-0.00649446	0.00319321	0.0123541	0.0186545	-0.0151583	0.088689	-0.00257222	0.046909
0	HG01747	IBS	SEU	0.0442645	-0.0222193	-0.0068197	0.00355754	-0.000639305	0.0162106	-0.00975288	0.10135	0.0135683	-0.0263753
0	HG01756	IBS	SEU	0.0417812	-0.0218604	-0.00919722	0.00758289	-0.0103172	0.00531707	0.00413485	0.055358	-0.0433764	0.0225814
0	HG01757	IBS	SEU	0.0421965	-0.0169305	-0.00953656	0.0270444	0.00796906	0.0134106	0.00371193	0.0578428	-0.00525637	0.0246488
0	HG01761	IBS	SEU	0.0398332	-0.0239516	-0.000917937	0.00511502	0.0118659	0.0257554	-0.00184667	0.0673024	-0.00736481	0.00856417
0	HG01762	IBS	SEU	0.0348349	-0.0306803	-0.00888185	-0.0123	0.0173441	0.0111162	0.00076342	0.0622806	0.00745599	-0.00624222
0	HG01770	IBS	SEU	0.0430374	-0.0279885	-0.000625394	-0.0000390712	-0.000326057	0.00241401	-0.00213243	0.0317987	-0.0816311	0.0147281
